"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1971",3.52379056340832,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1972",5.10350481656077,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1973",3.25315005727376,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1974",2.68221574344023,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1975",6.35092051907428,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1976",9.89348195370649,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1977",9.45820224327808,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1978",9.77868027280533,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1979",9.98364152945505,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1980",9.56061590146443,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1981",11.3200829698316,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1982",11.1552438100983,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1983",25.7950697902468,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1984",28.1875574058391,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1985",29.2296154748866,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1986",29.6085065309775,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1987",30.6051040877675,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1988",30.2530002091357,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1989",28.9640249207339,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1990",25.8927725894971,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1991",22.9017552229685,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1992",24.1891478416814,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1993",27.0533760187255,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1994",30.455532518669,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1995",31.0354625476131,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1996",30.8392987702098,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1997",32.2222955233011,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1998",31.4681737953842,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","1999",30.3855407023956,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2000",29.9455034469247,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2001",27.3630935975037,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2002",26.2282087517889,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2003",28.8166599574624,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2004",29.2378157488965,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2005",30.008359757429,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2006",30.1025581796651,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2007",28.4582491561322,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2008",25.7547143393801,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2009",24.5528787987585,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2010",33.4572777671907,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2011",35.329645023787,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2012",34.7565879193562,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2013",34.5810314210007,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2014",34.5464085518491,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2015",32.1435423045878,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2016",31.6664226700183,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2017",31.0159713360502,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2018",29.5701071284705,
"G7M","LTUNEMP","TOT","PC_UNEMP","A","2019",28.1817852672138,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2000",56.9983520526427,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2001",62.0593278592652,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2002",66.0141176574702,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2003",65.4199376610192,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2004",59.5422191011663,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2005",59.8183753658593,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2006",55.7272082452391,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2007",58.89645287817,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2008",51.6691308481596,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2009",43.2636938405579,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2010",46.1329366794949,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2011",55.7396864072452,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2012",55.1938581810679,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2013",57.2738373687509,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2014",60.3529572063283,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2015",61.2169111081033,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2016",59.0983822844638,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2017",54.9978888496916,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2018",58.4277832067519,
"BGR","LTUNEMP","TOT","PC_UNEMP","A","2019",56.5534415261584,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2002",60.8270155319588,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2003",59.4624781397287,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2004",53.8489200449884,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2005",58.4085283101107,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2006",60.1151698801461,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2007",60.0448901918259,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2008",62.3075232298192,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2009",55.6654819260242,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2010",56.2659215678189,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2011",61.3411126452678,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2012",63.6527991060791,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2013",63.5585433238885,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2014",58.5013382385987,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2015",63.0121003249944,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2016",50.6569871912533,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2017",41.013124445009,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2018",40.1963298590948,
"HRV","LTUNEMP","TOT","PC_UNEMP","A","2019",35.8477875312775,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2000",25.6693818059432,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2001",21.3742086332174,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2002",20.081798829174,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2003",23.9307534907784,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2004",27.3778315708924,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2005",23.4593462842773,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2006",19.2622280069399,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2007",18.5920050068868,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2008",13.5942432550411,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2009",10.3889563240118,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2010",20.364287216213,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2011",20.7959192589275,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2012",30.0744803670028,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2013",38.2508172915991,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2014",47.7058322860898,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2015",45.3322514780897,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2016",44.4323365129568,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2017",40.5856033939434,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2018",31.7169532466357,
"CYP","LTUNEMP","TOT","PC_UNEMP","A","2019",29.0968696690687,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1990",32.510749850463,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1991",23.7177365338437,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1992",22.6498509399786,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1993",31.8381632462158,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1994",42.5317599773768,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1995",35.9655563621097,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1996",57.324011499501,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1997",48.9662827769579,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1998",49.6620241117955,
"EST","LTUNEMP","TOT","PC_UNEMP","A","1999",48.9036313622645,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2000",45.1011167791753,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2001",48.9953282627499,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2002",54.7509551071959,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2003",46.8601258285472,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2004",51.0805558436107,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2005",54.2235447059938,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2006",48.6464051400845,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2007",49.7566988718235,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2008",31.1502695853237,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2009",27.3318218277857,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2010",45.2590370180362,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2011",57.3255990974023,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2012",54.6548299131946,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2013",44.4976400636811,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2014",45.3175741107904,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2015",38.3396030310671,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2016",31.6184648577804,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2017",33.483207306354,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2018",24.9210851402473,
"EST","LTUNEMP","TOT","PC_UNEMP","A","2019",19.9891205645683,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","1995",8.13274560619881,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","1996",6.55699632149758,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","1997",6.3787716025055,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","1998",7.26289457747431,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","1999",11.3473590025911,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2000",11.9999228877301,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2001",11.8405519159982,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2002",13.499119428315,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2003",18.0333671961388,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2004",24.2351247625479,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2005",25.3253685066607,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2006",27.3295297503216,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2007",24.9015688650119,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2008",22.7154455267654,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2009",20.2509975919361,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2010",22.3619292369966,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2011",20.228191958122,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2012",13.2682158889696,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2013",12.7488941664207,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2014",10.6402657893011,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2015",11.4538467896926,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2016",13.5233714856866,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2017",11.5878224693302,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2018",6.99125115318152,
"ISR","LTUNEMP","TOT","PC_UNEMP","A","2019",5.71224542297946,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2000",58.5888016371716,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2001",54.2143918338279,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2002",45.4561181691678,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2003",42.5062045798631,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2004",42.0504318573823,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2005",44.5903736057073,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2006",33.9003571173525,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2007",27.085333620935,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2008",23.996504770695,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2009",25.8121804638138,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2010",45.0024458260094,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2011",54.5156901331794,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2012",52.060817982425,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2013",48.5296270877907,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2014",43.0652335923427,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2015",45.5195109978597,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2016",41.5168137833459,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2017",37.6718274390141,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2018",41.6910432691254,
"LVA","LTUNEMP","TOT","PC_UNEMP","A","2019",38.1795852900334,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2000",49.8003175253249,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2001",57.4239658877623,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2002",53.4819360967419,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2003",47.9506196487083,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2004",51.4384011484431,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2005",52.8479479832554,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2006",45.1520188797851,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2007",32.3824471078615,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2008",21.5359901058838,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2009",23.6629813787398,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2010",41.6569189469356,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2011",52.1132067312095,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2012",49.1769132348073,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2013",42.9561479109206,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2014",44.6987980854575,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2015",42.889538513927,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2016",38.3259309060123,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2017",37.5570302955616,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2018",32.2383884143276,
"LTU","LTUNEMP","TOT","PC_UNEMP","A","2019",30.630810993043,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2006",83.9923616975751,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2007",84.8235716655942,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2008",84.8853817374195,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2009",81.5894578512458,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2010",83.1039537774717,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2011",82.5896428304065,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2012",82.047347145148,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2013",82.2757486530704,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2014",83.2034352000607,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2015",81.5831564613398,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2016",80.4411336859096,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2017",77.825287233432,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2018",74.5542106728984,
"MKD","LTUNEMP","TOT","PC_UNEMP","A","2019",71.7497567193454,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2000",56.0250288855484,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2001",43.2618827619849,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2002",44.0743544277037,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2003",41.4915383414952,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2004",46.7454332935287,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2005",48.5957962669679,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2006",39.5701560998562,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2007",41.3437173696879,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2008",42.6899131822689,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2009",42.0415774030752,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2010",44.9412354598709,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2011",47.2573467541252,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2012",48.5721771639046,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2013",45.6939843479672,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2014",46.9106580474519,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2015",43.6701672637636,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2016",50.5117862864019,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2017",50.7601094158257,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2018",48.1365945754022,
"MLT","LTUNEMP","TOT","PC_UNEMP","A","2019",33.1787133694056,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","1992",11.0710424615106,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","1993",18.1984279249365,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","1994",22.9309739002611,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","1995",29.7122336492039,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","1996",32.6119937522773,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","1997",38.1653135237458,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","1998",40.6815259481012,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","1999",46.9741533477454,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2000",46.1910801222669,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2001",39.2243236646088,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2002",38.9206458617674,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2003",37.6219655756876,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2004",39.1793133682878,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2005",39.0144721949689,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2006",42.2888718186754,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2007",40.6466347616808,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2008",35.1923832314421,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2009",28.7343213692798,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2010",30.03709846967,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2011",32.872426635874,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2012",30.897162777186,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2013",30.9796898931722,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2014",28.0748489484277,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2015",27.3057036578299,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2016",29.5679970425129,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2017",30.4294045499245,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2018",28.563349516941,
"RUS","LTUNEMP","TOT","PC_UNEMP","A","2019",23.766047499518,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2000",61.3635702708084,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2001",60.3480511207125,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2002",55.5750742426674,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2003",52.8475142564224,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2004",51.4359703564432,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2005",47.3466787895564,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2006",49.2558071776743,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2007",45.7383322440987,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2008",42.2027062780739,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2009",30.0737904687963,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2010",43.3148721688144,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2011",44.2140710152078,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2012",47.8945034316824,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2013",50.9661605567628,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2014",54.4887654929624,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2015",52.304467330516,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2016",53.2787058852174,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2017",47.4585893001913,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2018",42.9251867728107,
"SVN","LTUNEMP","TOT","PC_UNEMP","A","2019",42.9598695576258,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2001",68.3541348573776,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2002",68.5038967972562,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2003",68.3801922973877,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2004",65.1358041164893,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2005",63.6706102765152,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2006",59.4636004524615,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2007",57.7144605271885,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2008",50.2434932431861,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2009",50.0993782166556,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2010",56.7487064602003,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2011",59.6870452530355,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2012",58.4989332059082,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2013",57.805376106168,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2014",57.7521265890471,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2015",56.9538649395869,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2016",58.7615095362395,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2017",60.4409892146089,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2018",62.0653950991672,
"ZAF","LTUNEMP","TOT","PC_UNEMP","A","2019",64.8051625713576,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1983",27.3481864704912,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1984",29.2973655274975,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1985",31.2272455008343,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1986",34.1374505658448,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1987",35.621767056406,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1988",36.236782719846,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1989",34.1774575639762,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1990",30.9522172845208,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1991",27.2192006660146,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1992",28.0709231886429,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1993",31.007557818047,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1994",34.6957746108129,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1995",33.4509405120163,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1996",33.7822907494622,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1997",34.36012796173,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1998",32.4676894189843,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","1999",31.1365567828029,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2000",31.0434129595955,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2001",29.0689516336168,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2002",29.347160303969,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2003",30.3592430636587,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2004",31.297223714274,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2005",31.6891925319943,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2006",31.1193158105283,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2007",27.3867694738934,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2008",23.8612711455285,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2009",22.9822542152185,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2010",30.5991628488122,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2011",32.5935785313474,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2012",33.0728120670966,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2013",34.1100862143345,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2014",34.1537838302254,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2015",32.4943734140937,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2016",31.0205567926892,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2017",29.6305166295316,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2018",27.7412574238239,
"OECD","LTUNEMP","TOT","PC_UNEMP","A","2019",25.83761930975,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2000",51.4741527434055,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2001",49.491569940545,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2002",53.9795778653368,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2003",61.8545948081017,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2004",58.935349271688,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2005",56.2891957655922,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2006",57.78839553084,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2007",50.0254326996841,
"ROU","LTUNEMP","TOT","PC_UNEMP","A","2008",41.2974917407976,
